Speed Left,Speed Right0.00,0.00
0.00,0.00
10.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
40.00,40.00
50.00,80.00
60.00,80.00
60.00,60.00
60.00,80.00
60.00,80.00
60.00,80.00
60.00,70.00
70.00,70.00
60.00,80.00
70.00,80.00
60.00,70.00
60.00,70.00
60.00,80.00
60.00,80.00
60.00,60.00
70.00,80.00
60.00,80.00
60.00,60.00
70.00,80.00
60.00,80.00
60.00,70.00
60.00,70.00
60.00,80.00
60.00,70.00
70.00,70.00
60.00,80.00
60.00,80.00
60.00,60.00
70.00,80.00
60.00,80.00
60.00,70.00
60.00,70.00
60.00,80.00
70.00,80.00
60.00,60.00
60.00,80.00
70.00,80.00
60.00,60.00
60.00,80.00
60.00,80.00
60.00,70.00
60.00,70.00
70.00,80.00
60.00,70.00
60.00,70.00
60.00,80.00
70.00,80.00
60.00,70.00
60.00,70.00
60.00,80.00
70.00,70.00
60.00,70.00
60.00,80.00
60.00,80.00
70.00,60.00
60.00,80.00
60.00,80.00
60.00,70.00
60.00,70.00
70.00,80.00
60.00,70.00
60.00,70.00
70.00,80.00
60.00,80.00
60.00,70.00
60.00,70.00
70.00,80.00
60.00,80.00
60.00,60.00
70.00,80.00
60.00,80.00
60.00,70.00
60.00,70.00
70.00,80.00
60.00,70.00
70.00,70.00
60.00,80.00
60.00,80.00
60.00,70.00
60.00,70.00
70.00,80.00
60.00,70.00
70.00,70.00
60.00,80.00
60.00,80.00
60.00,60.00
70.00,80.00
60.00,80.00
70.00,80.00
60.00,70.00
60.00,70.00
60.00,80.00
70.00,80.00
60.00,60.00
70.00,80.00
60.00,80.00
60.00,70.00
60.00,70.00
70.00,80.00
60.00,80.00
70.00,70.00
60.00,70.00
60.00,80.00
60.00,80.00
70.00,70.00
70.00,70.00
60.00,80.00
60.00,80.00
60.00,70.00
70.00,70.00
60.00,80.00
70.00,80.00
60.00,70.00
60.00,70.00
70.00,80.00
60.00,80.00
70.00,70.00
60.00,70.00
60.00,80.00
70.00,80.00
60.00,70.00
70.00,70.00
60.00,80.00
60.00,80.00
70.00,70.00
60.00,70.00
70.00,80.00
60.00,80.00
60.00,70.00
70.00,70.00
60.00,80.00
70.00,80.00
60.00,80.00
60.00,60.00
60.00,80.00
70.00,80.00
70.00,70.00
60.00,70.00
60.00,80.00
60.00,80.00
60.00,70.00
70.00,70.00
60.00,80.00
70.00,80.00
60.00,60.00
60.00,80.00
60.00,80.00
70.00,80.00
60.00,60.00
70.00,80.00
60.00,80.00
60.00,70.00
60.00,70.00
70.00,80.00
60.00,80.00
70.00,70.00
60.00,70.00
60.00,80.00
60.00,80.00
20.00,10.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
